college_name,website,category,page_url,summary,emails,phones,dates,fees,courses,rankings,cutoffs,course_details,status,error
Indian Institute of Technology Madras,https://www.iitm.ac.in,placements,https://www.iitm.ac.in/careers/overview,"Skip to main content Home Careers Overview Overview IIT Madras has established itself as a premier Institute in science and engineering education, research and industrial consultancy; both nationally and internationally. It is also known worldwide for the achievements of its alumni, who have made immense contribution to the society at large in various capacities in the fields of education, industry, research, business, entrepreneurship, and administration. IIT Madras offers a supportive",,,,,Ma | be,cated in a beautiful wooded land of 617,,"Indian Institute of Technology Madras - Overview Overview: rankings=cated in a beautiful wooded land of 617 | Careers at IITM Skip to main content Home Careers Overview Overview IIT Madras has established itself as a premier Institute in science and engineering education, research and industrial consultancy; both nationally and internationally. It is also known worldwide for the achievements of its alumni, who have made immense contribution to the society at large in various capacities in the fields of education, industry, research, business, entrepreneurship, and administration. IIT Madras offers a supportive environment to its faculty and staff in all respects. The Institute has a self-contained campus located in a beautiful wooded land of 617 acres in the heart of the city. The campus offers a peaceful and modern lifestyle to the faculty, staff and their families and is a great place for children to grow up with excellent schools and a stimulating environment. Careers at IITM Prospective Faculty Non Teaching Positions Post Doctoral Opportunities Project Positions On Campus: Cloudy Weather Weather Temperature Facebook LinkedIn Twitter Instagram Youtube Close IITM Search: Hello. Search Academics Research News & Events Campus Life Locations People Scroll to Top: rankings=cated in a beautiful wooded land of 617",success,
Indian Institute of Technology Madras,https://www.iitm.ac.in,fees,https://www.iitm.ac.in/academics/academic-services/fees,"Skip to main content Home Academics Academic Services Fees Fee Structure Credits Gaurav Arora M Tech, Computer Science Engg Semester Fees Students/scholars are required to pay their Semester fees as per the category they belong to. The fee structures are different for Indian and foreign nationals. Image Credits Chandra Kishore PhD Biotechnology All students / scholars (including HTTA/HTRA students /scholars) have to pay their semester fees directly online as per fee structure applicable to the",chequeunit@iitm.ac.in,,,Rs. 2500,Ma | be | PhD | M.Tech | ba,,,"Indian Institute of Technology Madras Fee Structure: fees=Rs. 2500 | IITM Integrated Fee Payment Portal Skip to main content Home Academics Academic Services Fees Fee Structure Credits Gaurav Arora M Tech, Computer Science Engg Semester Fees Students/scholars are required to pay their Semester fees as per the category they belong to. The fee structures are different for Indian and foreign nationals. Image Credits Chandra Kishore PhD Biotechnology All students / scholars (including HTTA/HTRA students /scholars) have to pay their semester fees directly online as per fee structure applicable to the category to which they belong. Dual degree students have to pay their M.Tech fees from 9th semester onwards. Students / scholars are not permitted to pay the Institute fees in installments; the full fees should be paid on or before the deadline otherwise failure to do so will result in a penalty of Rs. 2500 for late payment. IITM Integrated Fee Payment Portal To pay the Institute Fees and Hostel Fees - visit https://fees.iitm.ac.in/. . Day Scholars must pay applicable fees as prescribed in the Hostel Fee Circular. This portal will enable payment of Institute fees (including outstanding), Hostel Fees (including outstanding), Advance Dining Charges and Optional fees from CCW by Students of IIT Madras who fall under the categories Current, Not enrolled and RKA. Note: : If the transaction fails and money is deducted from your account, then please wait 3 to 5 working days for money to be credited back to your account. If the money is not credited automatically, then contact Finance & Accounts Section at chequeunit@iitm.ac.in with your Roll number, Name and Transaction ID. The following salient features will be available in the Integrated Fee Payment Portal. This portal allows payment of fees by student or by their parents/guardian or others. Passcode will be sent to all students on their Institute smail id. Students are requested not to share this code to anyone except to those who will be paying their fees. For New Joinees, the passcode will be sent to the registered email id provided during admission process. Students are advised to generate a fresh passcode once they receive their Institute email account (smail account). This portal enables payment of Institute Fees (including outstanding), Hostel Fees (including outstanding), and Advance Dining charges. Optional fees for events like Shaastra, Saarang and E-summit can also be paid through this portal. The aforementioned fees have to be paid only through this portal. This portal facilitates submission of loan details by students regarding the loan amount that has been credited into IIT Madras bank account for easy reconciliation (both for Institute and Hostel fees). This portal enables availing refund/ adjustment in the next semester, if excess credit is available. This portal is optimized for Desktop and Laptop view only. For Students availing bank loan for paying Institute Fees, please use the bank account details given in the link, https://fees.iitm.ac.in/assets/circular/tution_fee_loan.pdf For Students availing bank loan for paying Hostel Fees, please contact the Office of the Chairman, Council of Wardens (CCW Office) for Bank details. On Campus: Cloudy Weather Weather Temperature Facebook LinkedIn Twitter Instagram Youtube Close IITM Search: Hello. Search Academics Research News & Events Campus Life Locations People Scroll to Top: fees=Rs. 2500",success,
Indian Institute of Technology Madras,https://www.iitm.ac.in,contact,https://www.iitm.ac.in/contact,"Skip to main content Home Contact Contact Credits Deepak CAE Trainee, Design section - Mechanical dept Contact Us Address Indian Institute of Technology Madras IIT P.O., Chennai 600 036 INDIA Directory Search the Directory for listings of all people and locations in IIT Madras Campus Map View a map of the IIT Madras campus Please note: The Offices, Departments, Research Centres and other Facilities have their own numbers. Please consult the Directory or the Department/Centre websites. On",,,,,Ma,,,,success,
Indian Institute of Technology Kanpur | IIT Kanpur,https://www.iitk.ac.in,admissions,https://www.iitk.ac.in/b-cyber-admissions-2026,Set your preference Reset All Font Scaling Reset - Default + Page Scaling Reset - Default + Color Adjustment Reset Greyscale High Saturation Low Saturation High Contrast Light Contrast High Brightness Light Brightness Quick Links Admission Announcements Departments Office Automation Pingala Webmail News Researches Home Academics Research Incubation People Administration Services Connect Home Applications Open For B.Cyber Admissions 2026 Applications open for B.Cyber Admissions 2026 Applications,,,15 June 2026 | 25 June 2026,,,cations open for B.Cyber Admissions 2026 | cation Window: 15,,,success,
Indian Institute of Technology Kanpur | IIT Kanpur,https://www.iitk.ac.in,courses,https://www.iitk.ac.in/courses-conferences-workshops,Set your preference Reset All Font Scaling Reset - Default + Page Scaling Reset - Default + Color Adjustment Reset Greyscale High Saturation Low Saturation High Contrast Light Contrast High Brightness Light Brightness Quick Links Admission Announcements Departments Office Automation Pingala Webmail News Researches Home Academics Research Incubation People Administration Services Connect Home Courses-Conferences-Workshops Courses-Conferences-Workshops Conferences Title Date GeodCon-26 11 March,,,11 March 2026 | 13 March 2026 | 20 November 2025 | 22 November 2025 | 15 November 2025 | 16 November 2025 | 1 November 2025 | 21 August 2025 | 24 August 2025 | 3 February 2024,,Ma | be | Ba,"cate Program on PYTHON + MATLAB/ OCTAVE-Based Simulation and Design of 5 | cation Program (RCP) on ""Power Sector Regulation: Theory and Practice"" 1 | Air Vehicles 26 | MATLAB Training School on 5 | cations of Complex Fluids Duration: 27 | MATLAB and SIMUL Title ; Date | GeodCon-26 | cation Program (RCP) on ""Power Sector Regulation: Theory and Practice"" ; 1 | Air Vehicles ; 26 | cations of Complex Fluids ; Duration: 27 | MATLAB and SIMULINK Advanced Training School on 4",,"Workshop Set your preference Reset All Font Scaling Reset - Default + Page Scaling Reset - Default + Color Adjustment Reset Greyscale High Saturation Low Saturation High Contrast Light Contrast High Brightness Light Brightness Quick Links Admission Announcements Departments Office Automation Pingala Webmail News Researches Home Academics Research Incubation People Administration Services Connect Home Courses-Conferences-Workshops Courses-Conferences-Workshops Conferences Title Date GeodCon-26 11 March 2026 - 13 March 2026 International Conference on Sustainability, Circularity, Outreach and Policy for Environment (SCOPE) 20 November 2025 - 22 November 2025 11th International Conference on Law and Technology will be organised by Law and Economics Trust in association with Centre for Development Studies 15 November 2025 - 16 November 2025 The Centre for Energy Regulation (CER), IIT Kanpur, is organizing the 3ʳᵈ Regulatory Manthan on “The Draft Electricity (Amendment) Bill, 2025"". Please click here to register Manthan will be held on Saturday 1 November 2025 from 11:00 AM to 1:00 PM (IST) in online mode TRIPS-2025 Online Lecture Support 21 August 2025 - 24 August 2025 HSS Research Scholar Conference 2024 3 February 2024 - 4 February 2024 Structure and Dynamics of Chemical and Biomolecular Systems (SDCBS23) Duration: 26 October 2023 - 28 October 2023 Women in Science Conference Modern Trends in Chemical and Biological Sciences 6 October 2023 - 7 October 2023 Courses Title Date IIT KANPUR Certificate Program on PYTHON + MATLAB/ OCTAVE-Based Simulation and Design of 5G/ 6G Wireless Technologies 2 September 2026 - 30 September 2026 IIT Kanpur Certificate Program on PYTHON for Artificial Intelligence Machine Learning and Deep Learning 15 June 2026 - 15 July 2026 The Centre for Energy Regulation (CER) at IIT Kanpur is organizing the 6th Regulatory Certification Program (RCP) on ‘Power Sector Regulation: Theory and Practice’ (Online). The program is scheduled to be held from May 30 to June 21, 2026 Last date for Registration: 28 May 2026 Foreign Language Program 2025 1 August 2025 - 30 April 2026 IIT Kanpur Certificate Program on Python QISKIT for Data Science, Data Analytics, Machine Learning (ML) and Quantum Computing 1 March 2026 - 27 March 2026 IIT Kanpur Certificate Program on PYTHON for Artificial Intelligence, Machine Learning, and Deep Learning 1 December 2025 - 29 December 2025 Applied Data Science & Machine Intelligence: Fundamentals to Next Generation AI 15 November 2025 - 18 November 2025 Contract Management and Construction Laws for Professionals 8 October 2025 - 10 October 2025 IIT KANPUR Certificate Program on PYTHON + MATLAB/ OCTAVE-Based Simulation and Design of 5G/ 6G Wireless Technologies Duration: 1 September 2025 - 4 October 2025 IEEE DEIS Summer School 2025 20 September 2025 - 25 September 2025 The Centre for Energy Regulation (CER), IIT Kanpur is organizing the 5th Regulatory Certification Program (RCP) on ""Power Market Economics and Operation"". The program will be held from August 30 to September 17, 2025. Last date for Registration: 28 August 2025 Centre for Energy Regulation (CER), IIT Kanpur is pleased to announce registration for Regulatory Certification Program (RCP) on ""Power Sector Regulation: Theory and Practice"" 1 June 2025 Computational Aerodynamics for Unmanned Air Vehicles 26 May 2025 - 31 May 2025 Foreign Language program 20223-24 Duration: 1 August 2023 - 30 April 2024 IIT KANPUR PYTHON + MATLAB Training School on 5G/ 6G Wireless Technologies Duration: 2 March 2024 - 22 March 2024 IIT Kanpur Intensive Training School (ITS) on PYTHON for Machine Learning, Neural Networks and Deep Learning Duration: 2 December 2023 - 22 December 2023 Winter School on Speech and Audio Processing (WiSSAP 2023) Duration: 18 December 2023 - 21 December 2023 Art Appreciation: Clay and Pottery Making Duration: 4 December 2023 - 15 December 2023 Art Appreciation: Hindustani Classical Music Duration: 16 August 2023 - 15 November 2023 Art Appreciation: Violin (Hindustani Style) Duration: 16 August 2023 - 15 November 2023 Short Term Course on Introduction to Biomedical Imaging: Tomography and Microscopy Perspectives Duration: 7 October 2023 - 11 October 2023 Graph Theoretic Approaches in Multi agent Systems Duration: 30 August 2023 - 1 September 2023 Fundamentals and Practical Applications of Complex Fluids Duration: 27 July 2023 - 29 July 2023 Summer School on Hydrodynamic Instabilities: Theory and Practice Duration: 17 July 2023 - 21 July 2023 Centre for Energy Regulation (CER), IIT Kanpur is pleased to announce registration for Regulatory Certification Program (RCP) on ""Power Market Economics and Operation"" Deadline for Registration: 2 June 2023 IIT Kanpur Intensive Training School (ITS) on PYTHON for Data Science, Machine Learning, and Deep Learning 6 May 2023 - 26 May 2023 Registrations are open for Foreign Language Program (FLP) 2022-23 IIT Kanpur 1 July 2022 - 30 April 2023 IIT Kanpur PYTHON + MATLAB and SIMUL Title ; Date: rankings=cate Program on PYTHON + MATLAB/ OCTAVE-Based Simulation and Design of 5 | cation Program (RCP) on ""Power Sector Regulation: Theory and Practice"" 1 | Air Vehicles 26 | MATLAB Training School on 5 | cations of Complex Fluids Duration: 27 | MATLAB and SIMUL Title ; Date | GeodCon-26 | cation Program (RCP) on ""Power Sector Regulation: Theory and Practice"" ; 1 | Air Vehicles ; 26 | cations of Complex Fluids ; Duration: 27 | MATLAB and SIMULINK Advanced Training School on 4 | GeodCon-26 ; 11 March 2026 - 13 March 2026: rankings=cate Program on PYTHON + MATLAB/ OCTAVE-Based Simulation and Design of 5 | cation Program (RCP) on ""Power Sector Regulation: Theory and Practice"" 1 | Air Vehicles 26 | MATLAB Training School on 5 | cations of Complex Fluids Duration: 27 | MATLAB and SIMUL Title ; Date | GeodCon-26 | cation Program (RCP) on ""Power Sector Regulation: Theory and Practice"" ; 1 | Air Vehicles ; 26 | cations of Complex Fluids ; Duration: 27 | MATLAB and SIMULINK Advanced Training School on 4 | 11th International Conference on Law and Technology will be organised by Law and Economics Trust in association with Centre for Development Studies ; 15 November 2025 - 16 November 2025: rankings=cate Program on PYTHON + MATLAB/ OCTAVE-Based Simulation and Design of 5 | cation Program (RCP) on ""Power Sector Regulation: Theory and Practice"" 1 | Air Vehicles 26 | MATLAB Training School on 5 | cations of Complex Fluids Duration: 27 | MATLAB and SIMUL Title ; Date | GeodCon-26 | cation Program (RCP) on ""Power Sector Regulation: Theory and Practice"" ; 1 | Air Vehicles ; 26 | cations of Complex Fluids ; Duration: 27 | MATLAB and SIMULINK Advanced Training School on 4",success,
Indian Institute of Technology Kanpur | IIT Kanpur,https://www.iitk.ac.in,placements,https://www.iitk.ac.in/day-1-of-2025-26-placement-season,Set your preference Reset All Font Scaling Reset - Default + Page Scaling Reset - Default + Color Adjustment Reset Greyscale High Saturation Low Saturation High Contrast Light Contrast High Brightness Light Brightness Quick Links Admission Announcements Departments Office Automation Pingala Webmail News Researches Home Academics Research Incubation People Administration Services Connect Home Press Releases IIT Kanpur Sets Record with 672 Job Offers on Day 1 of 2025–26 Placement Season IIT,,,3 December 2025 | 03 December 2025,rs,ma | Ba | be,"mation and Media Outreach Cell, IIT Kanpur Kanpur, 03",,"IIT Kanpur Sets Record with 672 Job Offers on Day 1 of 2025–26 Placement Season Set your preference Reset All Font Scaling Reset - Default + Page Scaling Reset - Default + Color Adjustment Reset Greyscale High Saturation Low Saturation High Contrast Light Contrast High Brightness Light Brightness Quick Links Admission Announcements Departments Office Automation Pingala Webmail News Researches Home Academics Research Incubation People Administration Services Connect Home Press Releases IIT Kanpur Sets Record with 672 Job Offers on Day 1 of 2025–26 Placement Season IIT Kanpur Sets Record with 672 Job Offers on Day 1 of 2025–26 Placement Season IIT Kanpur Sets Record with 672 Job Offers on Day 1 of 2025–26 Placement Season Kanpur , 3 December 2025 Source : Information and Media Outreach Cell, IIT Kanpur Kanpur, 03 December 2025 : The Indian Institute of Technology Kanpur kicked off its 2025–26 campus placement season with a record-breaking performance on 1st December, receiving 672 job offers on Day 1, the highest Day 1 tally to date. This represents a remarkable 16% increase over last year’s Day-1 placements, highlighting IIT Kanpur’s growing industry appeal and the strong demand for its graduates. With some results still pending, the count is expected to rise further. By the end of Day 1, 627 students had secured job offers, including Pre-Placement Offers (PPOs), reflecting a significant 20% rise in placements compared to the previous season. PPOs played a major role in this achievement, with 253 offers recorded, marking a strong 27% increase over last year. On the international front, nine students secured overseas offers, demonstrating IIT Kanpur’s global relevance. Top global and Indian recruiters actively engaged with students across disciplines, reaffirming IIT Kanpur’s reputation as a premier talent hub. Over 250 companies have shown interest in hiring IITK students this year. Leading recruiters include Accenture, BlackRock, HSBC, SAP, Airbus, PwC, Navi, Qualcomm, Deutsche Bank, and many more. The Students’ Placement Office and institute leadership congratulated all the selected students, expressed appreciation to the recruiting partners, and emphasised that this record-breaking Day 1 reflects the students’ dedication, the faculty’s mentorship, and the continued trust of the industry in IIT Kanpur. With several more companies scheduled to visit and many students yet to be placed, the 2025–26 placement season promises even more exciting career opportunities in the weeks ahead. ABOUT IIT KANPUR The Indian Institute of Technology Kanpur, established in 1959 by an Act of Parliament, holds the distinction of being recognized as an Institute of National Importance by the Government of India. Renowned for its excellence in science and engineering education, IIT Kanpur has made significant contributions to research and development over the decades. Its expansive, lush green campus spans 1,055 acres and hosts a rich array of academic and research resources. The institute comprises 20 departments, 27 centres, three interdisciplinary programs, and three specialized schools across engineering, science, design, humanities, and management disciplines. With over 570 full-time faculty members and more than 9,500 students, IIT Kanpur remains a leader in fostering innovation and academic rigour. For more information, please visit: www.iitk.ac.in Read More Read Less To find out how the experts at IIT Kanpur can help you succeed more. Let's Connect: fees=rs, rankings=mation and Media Outreach Cell, IIT Kanpur Kanpur, 03",success,
Indian Institute of Technology Kanpur | IIT Kanpur,https://www.iitk.ac.in,contact,https://www.iitk.ac.in/contact-iitk,"Set your preference Reset All Font Scaling Reset - Default + Page Scaling Reset - Default + Color Adjustment Reset Greyscale High Saturation Low Saturation High Contrast Light Contrast High Brightness Light Brightness Quick Links Admission Announcements Departments Office Automation Pingala Webmail News Researches Home Academics Research Incubation People Administration Services Connect Home Contact Contact IIT Kanpur is one of the country's premier institutions, committed to fostering academic",jee@iitk.ac.in | gate@iitk.ac.in | jam@iitk.ac.in | doaa@iitk.ac.in | oic2_doaa@iitk.ac.in | dosa@iitk.ac.in | ar_sa@iitk.ac.in | dofa@iitk.ac.in | ardofa@iitk.ac.in | dord@iitk.ac.in,0512-259-0151 | 0512-259-7200 | 0512-259-7210 | 0512-392-7200 | 0512-392-7210 | 0512-679-7200 | 0512-679-7210 | 0512-259-7335 | 0512-259-7199 | 0512-259-2333,,,be | B.Tech | M.Tech | Ph.D | Ma,JEE application related queries. jee@iitk.ac.in 0512 | gate.iitk.ac.in JAM jam@iitk.ac.in http://jam.iitk.ac.in Timings: Monday to Friday 10 | cational Placement Verification Dean of Academic Affairs doaa@iitk.ac.in 0512 | airs dosa@iitk.ac.in 0512 | airs dofa@iitk.ac.in 0512 | mation on Resources and Alumni Dean of Resources and Alumni dora@iitk.ac.in 0512 | mation on International Relations Dean of Internal Relations doir@iitk.ac.in +91 | Matters Registrar registrar@iitk.ac.in 0512 | Matters Finance Officer fo@iitk.ac.in 0512,,"IIT Kanpur Contact Set your preference Reset All Font Scaling Reset - Default + Page Scaling Reset - Default + Color Adjustment Reset Greyscale High Saturation Low Saturation High Contrast Light Contrast High Brightness Light Brightness Quick Links Admission Announcements Departments Office Automation Pingala Webmail News Researches Home Academics Research Incubation People Administration Services Connect Home Contact Contact IIT Kanpur is one of the country's premier institutions, committed to fostering academic excellence and innovation. If you wish to learn more about our offerings, connect with us via the following channels. Address Indian Institute of Technology Kanpur Kalyanpur Kanpur -208 016 Telephone Enquiry 0512-259-0151 Telephone Unit BSNL: 0512-259-7200 , 0512-259-7210 Rel: 0512-392-7200 , 0512-392-7210 Tata: 0512-679-7200 , 0512-679-7210 Entrance Examination Undergraduate Admission Joint Entrance Examination (JEE) The other officials should NOT be contacted for JEE application related queries. jee@iitk.ac.in 0512-259-7335 Graduate Admission Please contact only for GATE/JAM examination related queries. GATE gate@iitk.ac.in http://gate.iitk.ac.in JAM jam@iitk.ac.in http://jam.iitk.ac.in Timings: Monday to Friday 10.00 am to 12.00 noon, 2.00 pm to 5.00 pm (Government working days only) Admission to Integrated M.Sc./B.Tech/B.Tech Dual Degree/M.Tech/Ph.D, information pertaining to Transcripts and Educational Placement Verification Dean of Academic Affairs doaa@iitk.ac.in 0512-259-7199 Assistant Registrar/Officer Incharge oic2_doaa@iitk.ac.in 0512-259-2333 Students Dean of Academic Affairs dosa@iitk.ac.in 0512-259-7203 Assistant Registrar/Officer Incharge ar_sa@iitk.ac.in 0512-259-7249 0512-259-6802 Faculty/Faculty Position Dean of Faculty Affairs dofa@iitk.ac.in 0512-259-7414 Assistant Registrar/Officer Incharge ardofa@iitk.ac.in 0512-259-6192 Information on Research and Development Dean of Research and Development dord@iitk.ac.in 0512-259-7578 Deputy Registrar officer1_rnd@iitk.ac.in 0512-259-7385 Information on Resources and Alumni Dean of Resources and Alumni dora@iitk.ac.in 0512-250-7877 Assistant Registrar/Officer Incharge oic_dora@iitk.ac.in 0512-259-7499 Information on International Relations Dean of Internal Relations doir@iitk.ac.in +91-512-259-7701 Deputy Registrar/Officer-In-Charge officer1_ir@iitk.ac.in +91-512-259-2192 Campus Security Security Officer/Advisor security_cell@iitk.ac.in 0512-259-7999 0512-259-7994 Administrative Matters Registrar registrar@iitk.ac.in 0512-259-7808 0512-259-7290 Deputy Registrar (Administration) dr_admin@iitk.ac.in 0512-259-7620 Assistant Registrar/Officer Incharge (Internal Audit) arra@iitk.ac.in 0512-259-7389 Joint Registrar/Officer-in-Charge (Legal Cell) singhcp@iitk.ac.in legal_cell@iitk.ac.in 0512-259-7261 Joint Registrar /Officer Incharge (Stores & Purchase Section) dr_sp@iitk.ac.in 0512-259-7384 Officer Incharge (Estate Office) anilp@iitk.ac.in 0512-259-7728 Financial Matters Finance Officer fo@iitk.ac.in 0512-259-7950 Deputy Registrar (Finance & Accounts) dr_acct@iitk.ac.in 0512-259-6416 0512-679-6416 Assistant Registrar (Finance & Accounts) ar_acct@iitk.ac.in 0512-259-7786 Directorate Directorate doiitk@iitk.ac.in 0512-259-7258 0512-259-7283 0512-259-7333 Deputy Director Office dydir@iitk.ac.in 0512-259-7760 Right to Information Act For other queries contact to infocell@iitk.ac.in --: rankings=JEE application related queries. jee@iitk.ac.in 0512 | gate.iitk.ac.in JAM jam@iitk.ac.in http://jam.iitk.ac.in Timings: Monday to Friday 10 | cational Placement Verification Dean of Academic Affairs doaa@iitk.ac.in 0512 | airs dosa@iitk.ac.in 0512 | airs dofa@iitk.ac.in 0512 | mation on Resources and Alumni Dean of Resources and Alumni dora@iitk.ac.in 0512 | mation on International Relations Dean of Internal Relations doir@iitk.ac.in +91 | Matters Registrar registrar@iitk.ac.in 0512 | Matters Finance Officer fo@iitk.ac.in 0512",success,
Indian Institute of Technology Kharagpur | IIT KGP,https://www.iitkgp.ac.in,admissions,https://www.iitkgp.ac.in/navpage/admissions,Admissions Academic Calendar News Welcome Freshers Refund of fees Undergraduate (UG) Postgraduate (PG) Ph.D PDF You are about to leave this site. Continue? Cancel Proceed,,,,,Ph.D,,,,success,
Indian Institute of Technology Kharagpur | IIT KGP,https://www.iitkgp.ac.in,courses,https://www.iitkgp.ac.in/navpage/academics,Academics Academic Units Faculty of Engineering and Architecture (FoE&A) Aerospace Engineering Agricultural and Food Engineering Architecture and Regional Planning Artificial Intelligence Centre of Excellence in Precision Agriculture & Food Nutrition Centre of Excellence in Urban Planning and Design Centre of Excellence on Safety Engineering & Analytics (COE-SEA) Chemical Engineering Civil Engineering Computer Science and Engineering Cryogenic Engineering Do It Yourself Laboratories Electrical,,,,,Ma | ba,,,,success,
Indian Institute of Technology Kharagpur | IIT KGP,https://www.iitkgp.ac.in,fees,https://erp.iitkgp.ac.in/SupplierFacilities/feePaymentPageView.htm,Online Fee Payment (Strictly for passed out students) Roll Number: Name: Valid: Action (+)Due / (-)Refund Demand Received Refund To A/C Payment Channel Fee Payment Id Fee Payment History & Status Action Roll Reference No Status Payment Amt. Refund Amt. DOP Remarks,,,,,,,,,success,
Indian Institute of Technology Kharagpur | IIT KGP,https://www.iitkgp.ac.in,contact,https://www.iitkgp.ac.in/academic-units,"Contact Academic Section Contact Academic Section Academic Calendar Announcements Anti-Ragging Measures Apna IIT KGP Central Library Communication Directory Contact Academic Section Degree Verification/ Transcripts/ Certificates Fee Payment (passed-out students) Rajbhasha Vibhag Right to Information SETU Tenders Vendor Contact Academic Section (approved by Competent Authority as on November 22, 2023) Responsible Officer(s) : Shri. Pratap Chandra Das , Joint Registrar, ✉ jracad@adm.iitkgp.ac.in,",jracad@adm.iitkgp.ac.in | arpgsr@adm.iitkgp.ac.in | arug@adm.iitkgp.ac.in | shashijh@adm.iitkgp.ac.in | help_ug@adm.iitkgp.ac.in | help_pg@adm.iitkgp.ac.in | stu_reg@adm.iitkgp.ac.in | rs_phd@adm.iitkgp.ac.in | exam@adm.iitkgp.ac.in | fellowship@adm.iitkgp.ac.in,,"November 22, 2023",rs,Ma | Ph.D | PhD | be,"matters, Purchase & Tendering Shouvik Adhikary, Soumadeep Santra, ☎ 82071 | matters, Purchase & Tendering ; Shouvik Adhikary, Soumadeep Santra, ; ☎ 82071",,"Contact Academic Section Contact Academic Section Contact Academic Section Academic Calendar Announcements Anti-Ragging Measures Apna IIT KGP Central Library Communication Directory Contact Academic Section Degree Verification/ Transcripts/ Certificates Fee Payment (passed-out students) Rajbhasha Vibhag Right to Information SETU Tenders Vendor Contact Academic Section (approved by Competent Authority as on November 22, 2023) Responsible Officer(s) : Shri. Pratap Chandra Das , Joint Registrar, ✉ jracad@adm.iitkgp.ac.in, ☎ 82075 Shri. Nilamadhab Mishra , Assistant Registrar, ✉ arpgsr@adm.iitkgp.ac.in, ☎ 81076 Shri. Prabir Kumar Sarkar , Administrative Officer, ✉ arug@adm.iitkgp.ac.in, ☎ 82054 Shri. Shashi Bhushan Jha , Executive Officer, ✉ shashijh@adm.iitkgp.ac.in, ☎ 82084 Unit Activities Staff Member(s) Contact Details Institute Academic Reception Unit To act as a point of contact for all enquires; Distribution of enquires to the concerned unit/department along with follow up of the same; Dissemination of information to all stakeholders including students, guardians and employees. Shashi Bhushan Jha ☎ 82182, 82050 ✉ help_ug@adm.iitkgp.ac.in, ✉ help_pg@adm.iitkgp.ac.in Admission & Registration Unit Subject Registration; Fees collection; Admission and Verification of documents; Academic Schedule; Academic Calendar; Time table Indira Sharma, Yamuna Prasad Goutam Talukder Wasim Akram Volteru Krishna Rao Shovashree Dakua Samanta Piyali Sarkar Somnath Maiti ☎ 82060, 82077 ✉ stu_reg@adm.iitkgp.ac.in PG/Ph.D & Academic Research Unit All activities related to PG/PhD/Research Vibha Chaubey, Sabyasachi Patra Yamuna Prasad Wasim Akram Sujit Majumder, Shovashree Dakua Samanta, Pankaj Kumar ☎ 82082, 82076 ✉ rs_phd@adm.iitkgp.ac.in Examination & Result Unit Conducting & Scheduling of examination at all level; Compilation, validation, publication of results; Issue of Provisional Certificates, Degree Certificates, etc; Degree Verification; Processing of Electronics Transcript and Degree, Convocation, etc. Indira Sharma, Shouvik Adhikary, Somnath Maiti, Piyali Sarkar K. Sudha, Priti Mondal Shovashree Dakua Samanta, Pankaj Kumar, ☎ 82074, 82080 ✉ exam@adm.iitkgp.ac.in Fellowship & Scholarship Unit Processing of Fellowships / Scholarships, other expenses of PMRF, etc Indira Sharma, K. Sudha, Subhra Das, Priti Mandal, Goutam Talukder Volteru Krishna Rao ☎ 82079 ✉ fellowship@adm.iitkgp.ac.in Academic Meeting & Coordination Unit All Academic Meetings including Senate; Co-ordination with various stake holders; Student disciplilnary matters, Purchase & Tendering Shouvik Adhikary, Soumadeep Santra, ☎ 82071 ✉ meeting_acad@adm.iitkgp.ac.in, com_pur@adm.iitkgp.ac.in Please dial +91-3222-2 before the phone number if you are not calling through institute landline phone. You are about to leave this site. Continue? Cancel Proceed Unit ; Activities ; Staff Member(s) ; Contact Details: fees=rs, rankings=matters, Purchase & Tendering Shouvik Adhikary, Soumadeep Santra, ☎ 82071 | matters, Purchase & Tendering ; Shouvik Adhikary, Soumadeep Santra, ; ☎ 82071 | Admission & Registration Unit ; Subject Registration; Fees collection; Admission and Verification of documents; Academic Schedule; Academic Calendar; Time table ; Indira Sharma, Yamuna Prasad Goutam Talukder Wasim Akram Volteru Krishna Rao Shovashree Dakua Samanta Piyali Sarkar Somnath Maiti ; ☎ 82060, 82077 ✉ stu_reg@adm.iitkgp.ac.in: fees=rs, rankings=matters, Purchase & Tendering Shouvik Adhikary, Soumadeep Santra, ☎ 82071 | matters, Purchase & Tendering ; Shouvik Adhikary, Soumadeep Santra, ; ☎ 82071 | PG/Ph.D & Academic Research Unit ; All activities related to PG/PhD/Research ; Vibha Chaubey, Sabyasachi Patra Yamuna Prasad Wasim Akram Sujit Majumder, Shovashree Dakua Samanta, Pankaj Kumar ; ☎ 82082, 82076 ✉ rs_phd@adm.iitkgp.ac.in: fees=rs, rankings=matters, Purchase & Tendering Shouvik Adhikary, Soumadeep Santra, ☎ 82071 | matters, Purchase & Tendering ; Shouvik Adhikary, Soumadeep Santra, ; ☎ 82071",success,
